Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K(UT) & Ladakh(UT),Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Puducherry,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
28-05-20,8197,7602,11961,5423,19763,1762,1312,2112,297,3736,15075,9956,20946,480,10101,8598,9649,3639,14258,390,4803,2621,1342,4163,6036,95,102,1245,167,280,92,110,220
29-05-20,7548,7015,11745,5403,17432,1624,1274,2024,270,3675,15264,9660,21288,477,10062,8752,9672,3419,13876,369,4812,2505,1146,4035,4921,99,90,1460,164,323,87,119,241
30-05-20,6508,5668,10488,4075,15513,1495,1254,2065,188,3501,15578,9314,20844,478,9188,7876,9292,3197,13611,377,4826,2523,1303,3929,6222,87,106,1553,176,325,86,117,242
31-05-20,5804,4910,8977,4096,16035,1363,1052,2165,156,3423,15123,9227,20145,447,9317,7374,8727,3144,12721,349,4833,2337,1126,4109,6246,72,106,1492,181,324,84,114,249
01-06-20,6279,5782,9815,3765,17818,1480,1197,2032,190,3468,15924,9013,18183,411,8926,6786,8938,3195,13365,372,5032,2595,1068,4214,6117,96,108,1525,185,278,97,119,270
02-06-20,6572,5900,9767,4037,18300,1535,1236,2236,206,3448,14818,8494,16956,365,8676,6639,7896,3175,13589,377,5333,2698,1290,3593,6686,97,106,1467,188,306,96,117,276
03-06-20,6433,6314,9839,4227,18950,1625,1342,2206,210,3283,14489,8395,13834,366,8712,6630,7896,3141,13685,372,5215,2737,1397,3661,7560,98,104,1455,186,296,84,116,245
04-06-20,6732,5868,9482,4186,18335,1637,1271,2115,221,3263,14581,6776,13766,400,8227,6570,8150,3204,13979,371,5068,2768,1259,3822,7509,99,100,1424,182,303,95,118,233
05-06-20,6732,5868,9482,4186,18335,1637,1271,2115,221,3263,14581,6776,13766,400,8227,6570,8150,3204,13979,371,5068,2768,1259,3822,7509,99,100,1424,182,303,95,118,233
06-06-20,6830,5926,9121,3895,15652,1525,1323,1971,198,3317,14706,6924,15166,469,8987,7050,9342,3146,13876,373,4847,2868,1338,4125,7347,94,104,1492,187,317,94,101,276
07-06-20,6349,6082,9717,4192,18569,1486,1071,2177,174,3482,11834,7862,16430,363,9046,6978,8448,2870,12173,338,5328,2753,1369,4189,7910,80,102,1575,181,322,90,108,272
08-06-20,7230,6710,10396,4583,19847,1692,1273,2029,229,3470,12810,8160,17658,424,9096,7637,9700,3238,13707,379,5434,2930,1346,4056,7738,94,96,1709,188,310,95,128,275
09-06-20,7230,6710,10396,4583,19847,1692,1273,2029,229,3470,12810,8160,17658,424,9096,7637,9700,3238,13707,379,5434,2930,1346,4056,7738,94,96,1709,188,310,95,128,275
10-06-20,8069,7154,11006,5095,21075,1785,1297,2105,262,3493,13087,8291,18790,452,9237,8081,10506,3299,13722,374,5703,3031,1396,3993,8183,89,102,1754,192,313,93,123,289
11-06-20,9296,7311,11540,5180,21070,1765,1307,2162,259,3493,13788,8325,19059,452,8525,7676,10333,3004,13095,374,5742,2859,1419,3975,8160,98,104,1798,185,312,96,126,302
12-06-20,10281,7928,11005,5514,21831,1795,1308,2106,287,3427,13106,8361,17853,445,6623,6505,9025,3235,13022,350,5783,2933,1410,3970,8099,96,109,1796,187,304,78,121,271
13-06-20,10577,8083,11539,5558,22110,1870,1368,2193,327,3228,14118,8198,17156,399,6365,6310,8826,3186,13097,356,5569,2828,1349,3935,7397,91,107,1652,164,337,94,112,272
14-06-20,11000,8017,10980,5500,21832,1811,1361,2152,281,3325,13018,7939,16598,411,7283,6631,9073,3012,13551,363,5639,2833,1259,3851,7242,87,120,1637,182,344,98,131,257
15-06-20,11898,8171,11632,5686,21480,1743,1293,2236,322,3315,13127,7702,16593,503,8170,7495,9265,3239,13991,386,5153,2811,1222,3806,7347,94,116,1781,186,298,91,132,278
16-06-20,12305,8538,11820,5860,21537,1855,1324,2208,328,3155,13859,7602,16511,453,7980,7076,9515,3175,14546,401,5018,2664,1270,3769,7374,95,117,1793,189,298,92,128,280
17-06-20,12305,8538,11820,5860,21537,1855,1324,2208,328,3155,13859,7602,16511,453,7980,7076,9515,3175,14546,401,5018,2664,1270,3769,7374,95,117,1793,189,298,92,128,280
18-06-20,12253,9036,12496,5981,21565,1808,1405,2199,347,3187,13753,7515,16103,405,7762,6808,9136,2993,14814,397,5129,2910,1309,3840,7152,96,103,1667,175,286,96,112,278
19-06-20,12403,9309,12479,6028,21702,1865,1375,2157,358,3329,14394,7529,16087,417,7821,6923,9175,3170,14395,399,5070,3250,1447,3936,7437,94,106,1642,179,302,93,123,276
20-06-20,12393,9722,12572,6236,21494,1805,1348,2158,314,3408,14660,7511,16146,521,7562,7213,9844,3028,14089,401,5032,2714,1407,4456,7932,89,116,1668,180,361,95,129,279
21-06-20,12349,9533,12303,6065,20398,1851,1322,2095,319,3266,14861,7700,16748,517,8353,7569,9807,3166,13740,388,5115,2717,1351,4279,7810,94,118,1797,190,309,90,121,282
22-06-20,11902,8493,11219,5214,20088,1683,1267,2041,286,2977,13325,7750,16396,410,7767,7210,9886,2689,13111,351,5175,2814,1327,4004,7751,78,119,1700,178,368,88,127,267
23-06-20,12430,8968,11746,5351,20100,1865,1297,2156,291,2921,14532,7804,17788,436,8278,7471,9860,2975,13072,380,5298,2707,1327,3928,7881,83,108,1760,181,336,94,139,286
24-06-20,11352,8878,10912,5318,20317,1826,1269,2084,289,3403,14449,7810,19030,423,8812,8167,10670,3226,13499,350,5571,2761,1325,4361,8267,95,107,1641,188,332,96,132,293
25-06-20,10806,9098,10270,5328,20203,1883,1345,2197,293,3612,14708,8097,19422,468,8270,8723,10437,3185,12401,351,5501,2693,1298,4306,8100,94,103,1567,186,316,91,123,294
26-06-20,11765,9221,10434,5371,20160,1888,1423,2076,305,3676,14883,7798,17403,435,8470,8681,8908,3134,12493,364,5102,2807,1334,4079,7631,94,103,1477,177,334,96,117,287
27-06-20,12120,9479,11104,5556,20610,1942,1266,2013,318,3632,15239,7576,17115,431,8336,8721,8800,3044,12916,381,5269,2836,1321,3949,7427,90,102,1473,179,308,95,118,263
28-06-20,12427,9642,11520,6086,24184,1765,1252,2059,327,3516,14295,7961,16156,387,7842,7611,8284,2896,11816,338,5187,2800,1446,3730,6920,74,107,1562,186,296,94,120,265
29-06-20,12427,9642,11520,6086,24184,1765,1252,2059,327,3516,14295,7961,16156,387,7842,7611,8284,2896,11816,338,5187,2800,1446,3730,6920,74,107,1562,186,296,94,120,265
30-06-20,11995,10158,12699,6234,19968,1829,1339,2039,359,3586,15583,7734,17163,437,8202,8329,9282,3057,12637,375,5250,2868,1460,3834,7644,100,107,1705,189,311,91,127,278
01-07-20,12905,10282,12095,5954,21316,1843,1432,2251,348,3840,14616,8494,16307,424,7434,8218,9176,3187,12427,354,5796,2891,1398,4347,8292,96,103,1699,179,317,97,127,288
02-07-20,13087,10607,12423,6164,21904,1910,1471,2188,357,4097,15237,8574,16625,413,7342,8156,9241,3072,12502,338,5726,2937,1334,4629,8457,93,114,1640,186,310,93,123,295
03-07-20,13087,10607,12423,6164,21904,1910,1471,2188,357,4097,15237,8574,16625,413,7342,8156,9241,3072,12502,338,5726,2937,1334,4629,8457,93,114,1640,186,310,93,123,295
04-07-20,13061,10877,13034,6291,21984,2030,1467,2240,374,4011,15741,8416,17009,401,7200,8455,8660,2904,12163,358,5552,2837,1421,4379,8457,96,107,1716,187,312,96,116,292
05-07-20,12825,10559,12608,5953,21734,1813,1302,1813,326,3853,14849,8812,16656,386,6675,8024,8159,2947,11817,346,5536,2875,1428,4188,8143,92,114,1713,170,320,92,123,271
06-07-20,11299,8599,11236,5079,20344,1880,1312,2168,306,3404,12445,8099,16182,433,6986,7665,9095,3031,12561,363,5363,2763,1344,3870,7451,91,107,1777,193,313,100,128,272
07-07-20,11299,8599,11236,5079,20344,1880,1312,2168,306,3404,12445,8099,16182,433,6986,7665,9095,3031,12561,363,5363,2763,1344,3870,7451,91,107,1777,193,313,100,128,272
08-07-20,12087,8947,11175,4894,19070,1812,1415,2190,333,3875,12136,8450,16786,437,7812,8334,9400,3041,13211,359,5420,2811,1409,3974,7651,91,112,1782,184,315,95,123,278
09-07-20,11513,9302,10930,5647,21161,1935,1385,2130,309,4033,12556,9024,16572,415,7190,8534,8203,3006,12881,342,5383,3355,1332,3945,7711,84,127,1674,184,277,91,139,288
10-07-20,11811,9687,11553,5740,20988,1933,1479,2231,346,3840,12753,9183,16373,423,7178,8490,8257,3077,12220,329,5397,3237,1235,4131,7627,84,119,1613,178,302,93,131,283
11-07-20,11811,9687,11553,5740,20988,1933,1479,2231,346,3840,12753,9183,16373,423,7178,8490,8257,3077,12220,329,5397,3237,1235,4131,7627,84,119,1613,178,302,93,131,283
12-07-20,11139,9087,11921,5507,21744,1825,1376,2112,272,3862,12439,9418,16398,411,7352,8581,8130,3078,11838,326,5438,2908,1319,3999,7403,82,116,1592,176,300,96,127,259
13-07-20,6726,8928,11719,5427,21342,1704,1124,2043,240,3833,11095,9291,16386,367,7090,8909,7932,2953,10256,353,5303,2830,1311,4165,6992,68,115,1528,177,298,95,124,253
14-07-20,9785,8514,11377,5414,21762,1865,1357,2190,279,3802,12880,9599,17281,414,7301,9116,9006,3068,12304,360,5547,2753,1290,4446,7634,85,101,1678,181,309,92,126,292
15-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-07-20,10893,9585,12156,5736,23419,1987,1389,2114,329,3968,12844,9742,16273,387,6792,9570,7545,2907,12540,342,5871,3047,1406,4134,8374,90,96,1735,180,303,95,131,286
18-07-20,11072,9439,12408,5611,22772,1846,1413,2156,310,4167,12805,10146,16705,398,7016,9714,7636,2821,12785,348,5793,3008,1379,4714,8440,99,102,1673,189,342,95,129,289
19-07-20,11006,8900,11711,5457,21788,1719,1232,2100,302,4082,12525,9877,16624,367,6934,9967,7234,2920,10540,333,5730,2928,1357,4563,8297,77,103,1574,178,294,96,126,258
20-07-20,9519,8587,11539,5030,20889,1818,1393,2059,292,4072,13659,9419,17515,407,7050,9323,7692,2864,12551,353,5240,2842,1306,4572,7629,91,107,1583,184,293,94,130,248
21-07-20,9519,8587,11539,5030,20889,1818,1393,2059,292,4072,13659,9419,17515,407,7050,9323,7692,2864,12551,353,5240,2842,1306,4572,7629,91,107,1583,184,293,94,130,248
22-07-20,8720,6465,10563,3866,19371,1760,1367,2042,229,3873,14231,9544,17782,411,7454,10205,8077,3185,13589,367,5429,2915,1458,4104,7654,85,94,1713,179,297,96,122,260
23-07-20,8720,6465,10563,3866,19371,1760,1367,2042,229,3873,14231,9544,17782,411,7454,10205,8077,3185,13589,367,5429,2915,1458,4104,7654,85,94,1713,179,297,96,122,260
24-07-20,9520,7569,11384,4453,21459,1763,1374,2239,271,3744,14586,9646,17773,453,7292,8000,8470,3136,13473,374,5221,2859,1393,4163,7066,76,78,1654,179,312,98,137,271
25-07-20,11118,8685,10512,4832,21827,1745,1397,2033,281,3915,13962,9763,16438,420,6992,9220,7431,3051,12967,350,5443,2927,1562,4171,7671,83,96,1726,189,309,92,130,291
26-07-20,11558,8546,10565,5278,22501,1724,1106,2144,290,4252,13037,9818,15900,401,6932,9375,7085,2954,10257,331,5683,2878,1555,4275,8382,78,94,1653,184,293,91,117,291
27-07-20,11558,8546,10565,5278,22501,1724,1106,2144,290,4252,13037,9818,15900,401,6932,9375,7085,2954,10257,331,5683,2878,1555,4275,8382,78,94,1653,184,293,91,117,291
28-07-20,12360,9324,11697,5410,22853,1861,1147,2017,339,4439,14249,10109,17119,426,7498,10677,8340,3199,12571,373,5623,2807,1402,4191,8199,85,105,1674,177,293,98,115,269
29-07-20,12782,9855,12255,6101,22039,1826,1330,2260,360,4382,14329,10169,17653,421,8296,11177,8565,3119,12598,349,5563,2835,1361,4214,7912,82,103,1780,197,290,94,124,268
30-07-20,12991,9751,12648,5938,20284,1731,1323,2130,327,4404,14785,9535,17792,437,7954,10098,8672,2631,12037,348,5504,2852,1420,4408,7992,81,98,1779,197,289,95,115,268
31-07-20,11279,8801,11486,5128,21334,1765,1359,2217,289,4565,14670,9961,17499,413,8074,11034,8746,2787,12957,352,5555,3008,1460,4633,8568,85,97,1738,190,345,95,125,265
01-08-20,11279,8801,11486,5128,21334,1765,1359,2217,289,4565,14670,9961,17499,413,8074,11034,8746,2787,12957,352,5555,3008,1460,4633,8568,85,97,1738,190,345,95,125,265
02-08-20,10702,8722,10986,5449,21687,1711,1259,2032,273,4392,14236,9737,16710,407,7278,9569,7520,2556,10169,309,5834,3078,1552,4212,8981,80,91,1797,184,282,86,123,286
03-08-20,11851,8771,10481,5415,21406,1612,1260,2164,304,4322,13109,9400,16664,440,7220,9725,7754,2805,11922,342,6123,3083,1515,4165,9161,94,110,1887,202,289,92,121,293
04-08-20,11851,8771,10481,5415,21406,1612,1260,2164,304,4322,13109,9400,16664,440,7220,9725,7754,2805,11922,342,6123,3083,1515,4165,9161,94,110,1887,202,289,92,121,293
05-08-20,11922,9538,11726,5708,22317,1851,1410,2245,301,4138,14648,9086,16587,345,6894,9511,7294,2791,11983,349,5765,2913,1375,3937,8826,84,114,1933,180,273,89,130,296
06-08-20,12334,9503,12137,5596,21649,1859,1456,2224,332,3977,14829,8891,16708,402,6646,10404,6685,2855,11820,343,4106,2796,1337,4140,6882,69,115,1897,193,298,90,134,283
07-08-20,12535,9582,10208,5582,22240,1906,1412,2204,347,4040,12732,9073,16540,428,7978,12602,8317,2754,12819,394,5217,2913,1468,4215,8201,78,110,1828,182,296,89,130,298
08-08-20,12535,9582,10208,5582,22240,1906,1412,2204,347,4040,12732,9073,16540,428,7978,12602,8317,2754,12819,394,5217,2913,1468,4215,8201,78,110,1828,182,296,89,130,298
09-08-20,12729,10060,9856,5722,22891,1997,1455,2264,330,4003,12467,8735,16620,425,8332,12412,7739,2678,12807,378,5601,2987,1541,4272,8102,74,104,1796,192,326,95,124,307
10-08-20,12224,9406,9926,5610,22238,1803,1335,2217,295,3868,11587,8615,16507,363,8045,12908,7082,2497,10374,314,5507,2918,1487,4299,7983,61,107,1790,179,287,90,120,296
11-08-20,11244,9207,10050,5459,21463,1792,1411,2067,318,3968,11506,8896,16865,408,7712,9738,7780,2975,12935,374,5417,2902,1518,4627,8469,87,106,1771,179,287,97,119,288
12-08-20,11675,9265,10164,5323,20115,1794,1393,2201,279,3966,10059,8483,16788,417,7623,10302,7938,3018,13267,371,5201,2913,1411,4462,8405,78,108,1866,182,290,93,127,284
13-08-20,11331,8483,10290,5009,19306,1717,1367,2119,257,3915,10462,8306,16862,64,7479,8818,8439,3116,13329,372,5785,2968,1444,4094,8651,86,112,1934,193,310,94,128,303
14-08-20,11331,8483,10290,5009,19306,1717,1367,2119,257,3915,10462,8306,16862,64,7479,8818,8439,3116,13329,372,5785,2968,1444,4094,8651,86,112,1934,193,310,94,128,303
15-08-20,9330,8402,7054,5152,10901,1681,1163,1632,301,2946,10561,6505,17099,366,6525,6245,7643,2963,12703,290,2146,2127,941,3548,7382,88,105,1187,128,235,73,106,197
16-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-08-20,11532,8603,9662,5177,21538,1749,1198,2124,283,3464,11314,8319,15202,352,6833,5611,6800,2918,11870,351,5507,2897,1534,4078,8150,70,99,1735,190,304,92,119,249
18-08-20,8951,7985,7465,4538,11270,1615,1093,1618,244,2964,8950,6674,16990,368,6123,6174,7130,2958,11019,263,2225,2266,937,3396,6468,77,88,1136,133,260,72,92,180
19-08-20,11938,8839,10500,5025,20784,1854,1421,2263,328,3465,11820,8357,16852,402,7800,6827,7745,3207,13866,349,5852,2960,1463,4511,7708,85,108,1888,173,307,85,129,276
20-08-20,11089,8475,9975,4829,20354,1702,1411,2156,278,3479,11578,8193,16622,412,7945,7527,8025,3234,13708,385,5835,2890,1407,4433,7294,64,117,1879,188,314,89,127,275
21-08-20,8452,7013,9444,4105,19029,1726,1330,2086,258,3507,12204,8164,16767,405,7946,6821,8395,3188,14002,376,5645,2774,1233,4356,7040,74,93,1878,181,306,91,127,261
22-08-20,8101,7338,9756,4365,19223,1780,1324,2077,215,3204,12056,7745,16630,383,7770,7159,8661,3242,14491,387,5041,2751,1323,4143,6745,74,106,1850,191,313,94,133,287
23-08-20,9063,7969,9474,4438,18958,1836,1296,2199,224,3387,12100,7186,15684,319,7869,7858,7907,3205,13869,361,5181,2830,1365,4026,7193,76,119,1802,198,318,93,129,277
24-08-20,9248,7567,9115,4424,19225,1657,1117,2254,232,3402,11175,7431,15709,318,7605,8880,7559,3008,11969,372,5713,2837,1364,4005,7263,72,108,1817,193,300,83,129,288
25-08-20,10466,8401,9193,4474,21011,1781,1324,2181,269,3718,11214,8127,16995,390,7652,9059,8735,3351,13149,372,5573,2859,1439,4388,7688,80,111,1932,186,314,90,126,298
26-08-20,10558,8375,8911,4630,21878,1862,1355,2204,265,3684,11355,8428,17811,411,8051,9953,9306,3384,13556,340,5952,2920,1488,3850,7975,83,125,1960,212,313,103,130,266
27-08-20,11018,8552,9515,4866,21047,1849,1428,2068,281,3610,11562,8525,18110,421,7967,10212,9623,3475,13604,375,5880,2937,1469,3880,7546,79,118,1954,184,315,91,127,283
28-08-20,10972,8972,9925,5145,21765,1826,1363,1569,270,3276,12315,8318,18111,418,7805,8835,9832,3538,13904,360,5698,2847,1387,4529,6902,82,124,1858,198,307,89,130,292
29-08-20,9792,8713,10142,5091,20747,1863,1387,2200,268,2698,12097,7758,17891,412,8292,8676,10369,3524,13831,372,5758,2907,1436,4733,7945,85,117,1901,193,312,93,128,289
30-08-20,9644,8805,9572,4920,20760,1884,1379,2216,261,3048,12325,7292,17806,413,8730,8845,10562,3449,13855,382,5881,2872,1476,4129,8350,84,116,1780,192,304,94,126,285
31-08-20,9206,8434,8909,4796,20173,1656,1275,2291,234,3351,11602,7438,16650,378,8892,9044,9990,3265,12376,365,6014,2926,1510,4174,8404,68,110,1742,182,301,91,123,278
01-09-20,9754,8134,7899,4430,21824,1831,1387,2236,263,3625,12108,8255,17378,519,8717,10138,9814,3203,13101,394,6094,2969,1517,4286,8663,84,119,1834,186,303,94,126,279
02-09-20,10224,8413,8295,4785,22661,1912,1375,2301,270,3769,11728,8491,17527,433,8420,10670,9137,3170,13318,351,5984,2995,1459,4064,8518,90,118,1925,179,303,97,129,273
03-09-20,10468,9052,8875,5140,21578,1927,1409,2262,297,3438,12168,8533,18724,413,8091,10570,9216,3010,12971,368,5736,2973,1509,4459,7585,91,116,1994,207,353,93,122,293
04-09-20,8800,8881,8539,5294,22549,1948,1418,2218,276,3875,13241,8893,18887,431,8266,11014,8424,3348,13190,372,5721,3069,1609,4516,8899,91,115,1920,199,302,96,128,317
05-09-20,8948,9231,8406,5151,22163,1895,1405,2330,268,3775,13789,9149,19326,442,8600,10858,8226,3340,13415,375,5704,2982,1582,4272,8602,93,104,1728,198,312,88,127,295
06-09-20,8850,7789,8334,4932,22266,1695,1259,2231,245,3825,12988,9284,19043,406,8782,10621,7931,2658,11343,352,5643,3053,1489,4139,8261,79,103,1710,190,308,86,124,303
07-09-20,8850,7789,8334,4932,22266,1695,1259,2231,245,3825,12988,9284,19043,406,8782,10621,7931,2658,11343,352,5643,3053,1489,4139,8261,79,103,1710,190,308,86,124,303
08-09-20,9887,8532,8938,4877,23023,1948,1355,1977,285,3889,14235,9556,18272,449,9523,11176,8430,3203,12852,383,5656,2926,1643,4132,8152,102,109,1733,196,308,92,129,320
09-09-20,10737,9385,9773,5424,23057,1953,1480,2427,296,4116,14869,10061,19012,463,9103,11249,8106,3126,12393,364,6006,2978,1353,4173,8259,97,122,1971,206,320,97,129,302
10-09-20,10737,9385,9773,5424,23057,1953,1480,2427,296,4116,14869,10061,19012,463,9103,11249,8106,3126,12393,364,6006,2978,1353,4173,8259,97,122,1971,206,320,97,129,302
11-09-20,11125,9610,10375,5578,23483,1959,1425,2310,306,3886,15685,10084,18527,450,9043,11345,7717,3014,12822,360,6189,3207,1263,4101,8094,84,113,1889,204,318,93,127,283
12-09-20,11528,9580,10902,5644,23525,1934,1494,2411,295,3928,15749,9379,18527,450,8610,10108,8124,2955,13515,366,5993,3123,1434,4325,7859,89,113,1981,207,321,98,139,296
13-09-20,11318,9632,11170,5513,23661,1969,1471,2347,287,4008,14341,9453,17970,438,8140,8944,7773,2892,12698,356,6050,3295,1588,4205,8406,88,114,1891,196,336,99,135,295
14-09-20,11723,9797,11903,5762,23433,1954,1430,2292,304,4204,14033,9677,18125,447,6927,6830,7259,3107,12384,373,5962,3110,1692,4505,8949,90,108,1677,206,316,89,125,278
15-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-09-20,11853,9780,12100,5922,23271,1993,1492,2382,312,4292,13789,9903,18499,447,7247,6685,7458,3197,12605,359,5641,3160,1585,4559,8425,92,109,1737,201,324,90,126,277
17-09-20,11757,9797,12434,6030,23867,1965,1509,2202,310,4335,13792,9836,18729,443,7228,6671,7614,3163,13119,356,5704,3082,1518,4425,8089,74,105,1743,185,322,88,130,284
18-09-20,11886,9780,11693,6040,23566,1883,1426,2469,317,4265,13540,9744,18274,404,7170,7024,7549,3120,13002,365,5636,3001,1528,4572,7936,86,107,1561,201,325,89,119,285
19-09-20,11865,9914,12581,6218,23747,2038,1537,2415,315,4170,14245,9999,17627,435,7391,7588,8041,3159,13833,365,5409,3196,1647,4821,8054,94,125,1823,200,359,99,128,297
20-09-20,12400,9739,12555,6073,23498,1984,1455,2459,289,4056,14788,9926,17642,427,6608,7002,7878,2952,12779,370,5888,2921,1487,4527,8493,87,129,1945,210,334,96,138,318
21-09-20,12252,9679,11746,5940,23644,1778,1305,2477,273,4156,13369,9629,16665,407,6574,6658,6791,2789,11335,324,5918,2980,1778,4559,8299,67,119,1901,156,287,87,134,269
22-09-20,11905,9401,12161,6044,21847,2076,1480,2450,316,3472,14091,9553,17740,458,7237,7522,7402,3127,13567,406,5085,2963,1550,4676,7782,80,121,1685,179,325,87,125,243
23-09-20,11264,9141,12197,5895,20371,1953,1431,2386,294,3499,13899,8836,17432,522,7662,7848,7757,3199,13768,423,4332,3089,1674,4962,7646,93,118,1680,168,323,88,124,256
24-09-20,11088,8934,12151,5763,17701,1885,1466,2490,286,3507,14850,9063,17948,453,8260,8721,8496,3312,14419,398,4275,3061,1588,4784,7850,86,119,1820,188,328,90,126,258
25-09-20,11088,8934,12151,5763,17701,1885,1466,2490,286,3507,14850,9063,17948,453,8260,8721,8496,3312,14419,398,4275,3061,1588,4784,7850,86,119,1820,188,328,90,126,258
26-09-20,10789,8902,12118,5607,20237,1937,1497,2337,266,3679,15007,9291,17955,476,8555,9410,9160,3256,14742,386,4685,2988,1355,4553,7510,86,114,1717,195,295,89,123,258
